x,y,centroid_x,centroid_y
-50.585,-4.365,-54.15366834170855,2.6415628140703515
-55.291,-1.788,-54.15366834170855,2.6415628140703515
-60.404,6.894,-54.15366834170855,2.6415628140703515
-49.714,-1.717,-54.15366834170855,2.6415628140703515
-47.773,-4.167,-54.15366834170855,2.6415628140703515
-49.558,-3.107,-54.15366834170855,2.6415628140703515
-48.245,-2.308,-54.15366834170855,2.6415628140703515
-52.79,6.149,-54.15366834170855,2.6415628140703515
-50.492,8.09,-54.15366834170855,2.6415628140703515
-50.822,-3.545,-54.15366834170855,2.6415628140703515
-64.766,-1.237,-54.15366834170855,2.6415628140703515
-48.346,0.106,-54.15366834170855,2.6415628140703515
-56.991,-2.776,-54.15366834170855,2.6415628140703515
-59.832,2.123,-54.15366834170855,2.6415628140703515
-49.0,5.24,-54.15366834170855,2.6415628140703515
-50.259,-1.499,-54.15366834170855,2.6415628140703515
-48.044,1.395,-54.15366834170855,2.6415628140703515
-52.257,1.241,-54.15366834170855,2.6415628140703515
-58.785,4.29,-54.15366834170855,2.6415628140703515
-60.806,2.274,-54.15366834170855,2.6415628140703515
-49.665,4.685,-54.15366834170855,2.6415628140703515
-60.9,-0.3,-54.15366834170855,2.6415628140703515
-52.184,-0.078,-54.15366834170855,2.6415628140703515
-47.285,9.638,-54.15366834170855,2.6415628140703515
-47.904,-3.4,-54.15366834170855,2.6415628140703515
-54.169,-2.27,-54.15366834170855,2.6415628140703515
-50.532,-4.461,-54.15366834170855,2.6415628140703515
-49.304,3.682,-54.15366834170855,2.6415628140703515
-50.515,-1.957,-54.15366834170855,2.6415628140703515
-60.444,6.954,-54.15366834170855,2.6415628140703515
-58.737,7.461,-54.15366834170855,2.6415628140703515
-48.904,-2.717,-54.15366834170855,2.6415628140703515
-60.802,-1.902,-54.15366834170855,2.6415628140703515
-47.661,9.172,-54.15366834170855,2.6415628140703515
-64.79,4.632,-54.15366834170855,2.6415628140703515
-52.108,0.099,-54.15366834170855,2.6415628140703515
-46.632,2.667,-54.15366834170855,2.6415628140703515
-48.818,1.956,-54.15366834170855,2.6415628140703515
-50.785,3.703,-54.15366834170855,2.6415628140703515
-58.45,2.65,-54.15366834170855,2.6415628140703515
-59.321,7.363,-54.15366834170855,2.6415628140703515
-60.408,5.883,-54.15366834170855,2.6415628140703515
-49.933,10.914,-54.15366834170855,2.6415628140703515
-61.133,-0.836,-54.15366834170855,2.6415628140703515
-56.569,5.215,-54.15366834170855,2.6415628140703515
-61.732,7.31,-54.15366834170855,2.6415628140703515
-52.912,4.343,-54.15366834170855,2.6415628140703515
-55.617,-4.219,-54.15366834170855,2.6415628140703515
-59.788,5.573,-54.15366834170855,2.6415628140703515
-66.477,-1.222,-54.15366834170855,2.6415628140703515
-60.982,4.885,-54.15366834170855,2.6415628140703515
-60.378,-3.321,-54.15366834170855,2.6415628140703515
-61.335,-1.513,-54.15366834170855,2.6415628140703515
-62.953,3.757,-54.15366834170855,2.6415628140703515
-47.067,5.709,-54.15366834170855,2.6415628140703515
-51.142,8.776,-54.15366834170855,2.6415628140703515
-56.641,-3.596,-54.15366834170855,2.6415628140703515
-54.662,2.25,-54.15366834170855,2.6415628140703515
-49.553,11.398,-54.15366834170855,2.6415628140703515
-52.467,0.708,-54.15366834170855,2.6415628140703515
-51.991,-0.761,-54.15366834170855,2.6415628140703515
-52.305,3.909,-54.15366834170855,2.6415628140703515
-51.741,4.505,-54.15366834170855,2.6415628140703515
-49.542,6.096,-54.15366834170855,2.6415628140703515
-57.562,7.204,-54.15366834170855,2.6415628140703515
-46.443,7.746,-54.15366834170855,2.6415628140703515
-45.365,2.926,-54.15366834170855,2.6415628140703515
-48.698,0.159,-54.15366834170855,2.6415628140703515
-48.917,5.848,-54.15366834170855,2.6415628140703515
-46.149,5.749,-54.15366834170855,2.6415628140703515
-56.326,5.155,-54.15366834170855,2.6415628140703515
-59.136,3.622,-54.15366834170855,2.6415628140703515
-60.915,-0.668,-54.15366834170855,2.6415628140703515
-55.335,-3.942,-54.15366834170855,2.6415628140703515
-47.054,3.54,-54.15366834170855,2.6415628140703515
-59.857,5.613,-54.15366834170855,2.6415628140703515
-51.974,5.074,-54.15366834170855,2.6415628140703515
-54.259,2.442,-54.15366834170855,2.6415628140703515
-53.436,8.659,-54.15366834170855,2.6415628140703515
-52.188,-3.723,-54.15366834170855,2.6415628140703515
-51.297,3.243,-54.15366834170855,2.6415628140703515
-45.666,1.572,-54.15366834170855,2.6415628140703515
-49.096,11.369,-54.15366834170855,2.6415628140703515
-52.391,5.664,-54.15366834170855,2.6415628140703515
-54.967,-2.678,-54.15366834170855,2.6415628140703515
-50.138,11.383,-54.15366834170855,2.6415628140703515
-59.58,7.65,-54.15366834170855,2.6415628140703515
-59.41,1.181,-54.15366834170855,2.6415628140703515
-48.215,-2.268,-54.15366834170855,2.6415628140703515
-59.954,3.622,-54.15366834170855,2.6415628140703515
-60.591,0.168,-54.15366834170855,2.6415628140703515
-49.228,-2.357,-54.15366834170855,2.6415628140703515
-60.24,4.903,-54.15366834170855,2.6415628140703515
-46.926,6.082,-54.15366834170855,2.6415628140703515
-60.449,4.808,-54.15366834170855,2.6415628140703515
-52.107,-2.755,-54.15366834170855,2.6415628140703515
-53.12,7.869,-54.15366834170855,2.6415628140703515
-59.993,3.179,-54.15366834170855,2.6415628140703515
-64.76,4.987,-54.15366834170855,2.6415628140703515
-61.363,0.86,-54.15366834170855,2.6415628140703515
-48.249,8.829,-54.15366834170855,2.6415628140703515
-48.909,1.813,-54.15366834170855,2.6415628140703515
-48.716,-2.123,-54.15366834170855,2.6415628140703515
-55.347,-1.568,-54.15366834170855,2.6415628140703515
-59.427,3.074,-54.15366834170855,2.6415628140703515
-46.911,5.683,-54.15366834170855,2.6415628140703515
-63.577,2.001,-54.15366834170855,2.6415628140703515
-58.9,2.571,-54.15366834170855,2.6415628140703515
-50.673,8.024,-54.15366834170855,2.6415628140703515
-57.876,7.39,-54.15366834170855,2.6415628140703515
-49.788,7.942,-54.15366834170855,2.6415628140703515
-63.454,1.172,-54.15366834170855,2.6415628140703515
-56.074,2.595,-54.15366834170855,2.6415628140703515
-64.584,4.082,-54.15366834170855,2.6415628140703515
-55.15,-3.548,-54.15366834170855,2.6415628140703515
-47.738,0.957,-54.15366834170855,2.6415628140703515
-62.668,3.723,-54.15366834170855,2.6415628140703515
-44.885,3.459,-54.15366834170855,2.6415628140703515
-60.513,-2.275,-54.15366834170855,2.6415628140703515
-52.973,7.386,-54.15366834170855,2.6415628140703515
-53.046,7.713,-54.15366834170855,2.6415628140703515
-51.244,3.442,-54.15366834170855,2.6415628140703515
-60.169,0.309,-54.15366834170855,2.6415628140703515
-44.843,0.143,-54.15366834170855,2.6415628140703515
-48.72,-3.457,-54.15366834170855,2.6415628140703515
-60.97,-1.572,-54.15366834170855,2.6415628140703515
70.631,-8.176,68.3842680412371,-13.056360824742269
70.026,-15.37,68.3842680412371,-13.056360824742269
68.973,-13.412,68.3842680412371,-13.056360824742269
62.597,-15.767,68.3842680412371,-13.056360824742269
70.727,-6.522,68.3842680412371,-13.056360824742269
74.242,-15.462,68.3842680412371,-13.056360824742269
65.77,-13.047,68.3842680412371,-13.056360824742269
71.389,-15.877,68.3842680412371,-13.056360824742269
66.176,-9.133,68.3842680412371,-13.056360824742269
63.465,-9.441,68.3842680412371,-13.056360824742269
70.226,-11.995,68.3842680412371,-13.056360824742269
68.41,-15.019,68.3842680412371,-13.056360824742269
62.948,-12.739,68.3842680412371,-13.056360824742269
71.12,-15.431,68.3842680412371,-13.056360824742269
68.842,-18.158,68.3842680412371,-13.056360824742269
65.956,-16.802,68.3842680412371,-13.056360824742269
67.595,-11.251,68.3842680412371,-13.056360824742269
68.681,-11.214,68.3842680412371,-13.056360824742269
67.831,-10.902,68.3842680412371,-13.056360824742269
70.764,-18.027,68.3842680412371,-13.056360824742269
67.492,-8.933,68.3842680412371,-13.056360824742269
70.946,-9.371,68.3842680412371,-13.056360824742269
74.958,-8.191,68.3842680412371,-13.056360824742269
71.813,-16.718,68.3842680412371,-13.056360824742269
70.222,-8.361,68.3842680412371,-13.056360824742269
68.314,-13.079,68.3842680412371,-13.056360824742269
71.37,-9.23,68.3842680412371,-13.056360824742269
66.265,-16.797,68.3842680412371,-13.056360824742269
71.897,-12.878,68.3842680412371,-13.056360824742269
71.788,-11.983,68.3842680412371,-13.056360824742269
63.024,-12.701,68.3842680412371,-13.056360824742269
65.008,-11.86,68.3842680412371,-13.056360824742269
68.423,-7.354,68.3842680412371,-13.056360824742269
67.839,-19.425,68.3842680412371,-13.056360824742269
65.029,-14.836,68.3842680412371,-13.056360824742269
75.331,-12.979,68.3842680412371,-13.056360824742269
70.686,-15.318,68.3842680412371,-13.056360824742269
67.831,-11.857,68.3842680412371,-13.056360824742269
65.863,-11.394,68.3842680412371,-13.056360824742269
69.977,-15.184,68.3842680412371,-13.056360824742269
69.13,-18.296,68.3842680412371,-13.056360824742269
67.657,-19.269,68.3842680412371,-13.056360824742269
64.694,-9.965,68.3842680412371,-13.056360824742269
68.684,-16.847,68.3842680412371,-13.056360824742269
69.86,-16.556,68.3842680412371,-13.056360824742269
68.142,-8.214,68.3842680412371,-13.056360824742269
63.787,-14.656,68.3842680412371,-13.056360824742269
72.779,-13.176,68.3842680412371,-13.056360824742269
72.1,-13.767,68.3842680412371,-13.056360824742269
68.923,-15.243,68.3842680412371,-13.056360824742269
69.543,-17.057,68.3842680412371,-13.056360824742269
70.514,-4.689,68.3842680412371,-13.056360824742269
66.993,-14.001,68.3842680412371,-13.056360824742269
69.512,-19.202,68.3842680412371,-13.056360824742269
75.339,-12.2,68.3842680412371,-13.056360824742269
66.467,-8.758,68.3842680412371,-13.056360824742269
62.421,-12.737,68.3842680412371,-13.056360824742269
69.838,-13.853,68.3842680412371,-13.056360824742269
64.593,-8.477,68.3842680412371,-13.056360824742269
65.76,-17.134,68.3842680412371,-13.056360824742269
64.797,-10.561,68.3842680412371,-13.056360824742269
67.398,-19.32,68.3842680412371,-13.056360824742269
73.734,-13.222,68.3842680412371,-13.056360824742269
69.698,-5.049,68.3842680412371,-13.056360824742269
71.701,-18.465,68.3842680412371,-13.056360824742269
60.737,-11.27,68.3842680412371,-13.056360824742269
64.622,-10.607,68.3842680412371,-13.056360824742269
73.843,-11.645,68.3842680412371,-13.056360824742269
68.406,-7.226,68.3842680412371,-13.056360824742269
65.269,-8.728,68.3842680412371,-13.056360824742269
70.254,-15.605,68.3842680412371,-13.056360824742269
69.402,-16.778,68.3842680412371,-13.056360824742269
69.558,-11.979,68.3842680412371,-13.056360824742269
64.75,-9.866,68.3842680412371,-13.056360824742269
69.478,-19.222,68.3842680412371,-13.056360824742269
68.415,-12.001,68.3842680412371,-13.056360824742269
70.278,-5.845,68.3842680412371,-13.056360824742269
66.807,-14.965,68.3842680412371,-13.056360824742269
72.748,-13.884,68.3842680412371,-13.056360824742269
70.435,-8.641,68.3842680412371,-13.056360824742269
67.23,-9.886,68.3842680412371,-13.056360824742269
69.245,-10.665,68.3842680412371,-13.056360824742269
64.8,-11.21,68.3842680412371,-13.056360824742269
63.281,-18.882,68.3842680412371,-13.056360824742269
63.678,-16.197,68.3842680412371,-13.056360824742269
71.145,-15.015,68.3842680412371,-13.056360824742269
63.761,-16.235,68.3842680412371,-13.056360824742269
70.218,-11.885,68.3842680412371,-13.056360824742269
60.839,-11.445,68.3842680412371,-13.056360824742269
71.909,-16.761,68.3842680412371,-13.056360824742269
71.685,-18.566,68.3842680412371,-13.056360824742269
75.37,-8.125,68.3842680412371,-13.056360824742269
62.473,-10.214,68.3842680412371,-13.056360824742269
66.811,-14.861,68.3842680412371,-13.056360824742269
68.601,-13.31,68.3842680412371,-13.056360824742269
63.406,-18.768,68.3842680412371,-13.056360824742269
69.311,-13.272,68.3842680412371,-13.056360824742269
6.317,11.722,-0.3017904761904761,13.352047619047623
-8.683,19.935,-0.3017904761904761,13.352047619047623
-5.184,12.758,-0.3017904761904761,13.352047619047623
-0.556,15.881,-0.3017904761904761,13.352047619047623
-2.62,18.83,-0.3017904761904761,13.352047619047623
-0.564,12.307,-0.3017904761904761,13.352047619047623
-4.805,17.666,-0.3017904761904761,13.352047619047623
-7.129,13.797,-0.3017904761904761,13.352047619047623
2.929,6.202,-0.3017904761904761,13.352047619047623
-5.991,15.459,-0.3017904761904761,13.352047619047623
-5.962,15.785,-0.3017904761904761,13.352047619047623
5.386,9.639,-0.3017904761904761,13.352047619047623
2.301,6.644,-0.3017904761904761,13.352047619047623
4.847,13.471,-0.3017904761904761,13.352047619047623
0.906,14.858,-0.3017904761904761,13.352047619047623
4.139,13.898,-0.3017904761904761,13.352047619047623
3.407,5.168,-0.3017904761904761,13.352047619047623
1.074,13.104,-0.3017904761904761,13.352047619047623
-8.21,19.378,-0.3017904761904761,13.352047619047623
-0.265,17.554,-0.3017904761904761,13.352047619047623
0.551,17.695,-0.3017904761904761,13.352047619047623
2.91,14.315,-0.3017904761904761,13.352047619047623
-6.994,14.31,-0.3017904761904761,13.352047619047623
5.318,14.899,-0.3017904761904761,13.352047619047623
-4.934,19.012,-0.3017904761904761,13.352047619047623
-7.276,14.349,-0.3017904761904761,13.352047619047623
0.23,18.383,-0.3017904761904761,13.352047619047623
1.043,14.886,-0.3017904761904761,13.352047619047623
-3.704,14.878,-0.3017904761904761,13.352047619047623
-2.026,14.731,-0.3017904761904761,13.352047619047623
3.461,16.55,-0.3017904761904761,13.352047619047623
6.164,11.678,-0.3017904761904761,13.352047619047623
2.985,12.17,-0.3017904761904761,13.352047619047623
-1.717,14.968,-0.3017904761904761,13.352047619047623
0.727,16.431,-0.3017904761904761,13.352047619047623
6.791,10.664,-0.3017904761904761,13.352047619047623
2.343,15.943,-0.3017904761904761,13.352047619047623
-2.739,16.627,-0.3017904761904761,13.352047619047623
-2.245,18.519,-0.3017904761904761,13.352047619047623
6.299,8.604,-0.3017904761904761,13.352047619047623
-2.901,14.855,-0.3017904761904761,13.352047619047623
-2.295,14.736,-0.3017904761904761,13.352047619047623
-5.593,14.933,-0.3017904761904761,13.352047619047623
5.487,8.248,-0.3017904761904761,13.352047619047623
-5.649,14.866,-0.3017904761904761,13.352047619047623
0.869,14.896,-0.3017904761904761,13.352047619047623
3.855,13.518,-0.3017904761904761,13.352047619047623
-1.867,6.885,-0.3017904761904761,13.352047619047623
-4.782,17.656,-0.3017904761904761,13.352047619047623
-5.292,14.403,-0.3017904761904761,13.352047619047623
-8.235,19.405,-0.3017904761904761,13.352047619047623
-2.692,12.557,-0.3017904761904761,13.352047619047623
0.117,17.883,-0.3017904761904761,13.352047619047623
4.856,14.536,-0.3017904761904761,13.352047619047623
-1.307,17.619,-0.3017904761904761,13.352047619047623
4.747,10.197,-0.3017904761904761,13.352047619047623
-0.837,11.905,-0.3017904761904761,13.352047619047623
4.605,9.604,-0.3017904761904761,13.352047619047623
-7.475,16.782,-0.3017904761904761,13.352047619047623
3.447,13.972,-0.3017904761904761,13.352047619047623
3.056,13.464,-0.3017904761904761,13.352047619047623
-0.997,15.733,-0.3017904761904761,13.352047619047623
-3.58,13.886,-0.3017904761904761,13.352047619047623
2.362,11.807,-0.3017904761904761,13.352047619047623
2.487,6.665,-0.3017904761904761,13.352047619047623
0.225,15.867,-0.3017904761904761,13.352047619047623
-7.697,14.718,-0.3017904761904761,13.352047619047623
4.766,11.865,-0.3017904761904761,13.352047619047623
-0.974,15.929,-0.3017904761904761,13.352047619047623
-7.287,16.743,-0.3017904761904761,13.352047619047623
2.759,11.717,-0.3017904761904761,13.352047619047623
6.752,11.821,-0.3017904761904761,13.352047619047623
-8.045,17.139,-0.3017904761904761,13.352047619047623
5.886,13.324,-0.3017904761904761,13.352047619047623
2.242,9.485,-0.3017904761904761,13.352047619047623
-4.585,19.297,-0.3017904761904761,13.352047619047623
3.632,4.504,-0.3017904761904761,13.352047619047623
-3.564,13.823,-0.3017904761904761,13.352047619047623
3.06,12.335,-0.3017904761904761,13.352047619047623
-5.655,12.15,-0.3017904761904761,13.352047619047623
4.22,9.448,-0.3017904761904761,13.352047619047623
-2.83,16.809,-0.3017904761904761,13.352047619047623
-1.8,6.925,-0.3017904761904761,13.352047619047623
-2.79,12.834,-0.3017904761904761,13.352047619047623
-2.976,14.395,-0.3017904761904761,13.352047619047623
-6.602,14.573,-0.3017904761904761,13.352047619047623
5.059,4.578,-0.3017904761904761,13.352047619047623
2.683,15.987,-0.3017904761904761,13.352047619047623
5.816,8.366,-0.3017904761904761,13.352047619047623
3.357,15.009,-0.3017904761904761,13.352047619047623
-8.466,13.462,-0.3017904761904761,13.352047619047623
3.732,4.701,-0.3017904761904761,13.352047619047623
6.23,1.713,-0.3017904761904761,13.352047619047623
1.89,7.224,-0.3017904761904761,13.352047619047623
5.498,13.084,-0.3017904761904761,13.352047619047623
-0.538,12.943,-0.3017904761904761,13.352047619047623
3.038,12.871,-0.3017904761904761,13.352047619047623
5.63,7.286,-0.3017904761904761,13.352047619047623
0.595,16.373,-0.3017904761904761,13.352047619047623
5.003,4.624,-0.3017904761904761,13.352047619047623
-0.477,14.288,-0.3017904761904761,13.352047619047623
-6.578,14.332,-0.3017904761904761,13.352047619047623
-6.039,12.282,-0.3017904761904761,13.352047619047623
-4.769,15.937,-0.3017904761904761,13.352047619047623
-2.999,16.525,-0.3017904761904761,13.352047619047623
-13.553,-27.336,-13.053259259259256,-25.920101851851843
-10.809,-31.237,-13.053259259259256,-25.920101851851843
-6.617,-18.21,-13.053259259259256,-25.920101851851843
-18.091,-32.118,-13.053259259259256,-25.920101851851843
-17.942,-17.398,-13.053259259259256,-25.920101851851843
-6.133,-29.14,-13.053259259259256,-25.920101851851843
-9.714,-24.415,-13.053259259259256,-25.920101851851843
-21.106,-17.625,-13.053259259259256,-25.920101851851843
-12.653,-22.132,-13.053259259259256,-25.920101851851843
-13.035,-31.518,-13.053259259259256,-25.920101851851843
-13.293,-19.213,-13.053259259259256,-25.920101851851843
-10.012,-30.951,-13.053259259259256,-25.920101851851843
-12.65,-22.153,-13.053259259259256,-25.920101851851843
-10.942,-22.765,-13.053259259259256,-25.920101851851843
-10.46,-16.142,-13.053259259259256,-25.920101851851843
-13.029,-31.842,-13.053259259259256,-25.920101851851843
-9.009,-28.807,-13.053259259259256,-25.920101851851843
-9.095,-27.942,-13.053259259259256,-25.920101851851843
-11.861,-24.038,-13.053259259259256,-25.920101851851843
-9.211,-29.593,-13.053259259259256,-25.920101851851843
-10.936,-16.94,-13.053259259259256,-25.920101851851843
-6.398,-18.233,-13.053259259259256,-25.920101851851843
-20.843,-27.099,-13.053259259259256,-25.920101851851843
-12.947,-25.028,-13.053259259259256,-25.920101851851843
-10.63,-16.369,-13.053259259259256,-25.920101851851843
-10.982,-31.797,-13.053259259259256,-25.920101851851843
-20.948,-26.976,-13.053259259259256,-25.920101851851843
-10.023,-24.335,-13.053259259259256,-25.920101851851843
-15.485,-29.776,-13.053259259259256,-25.920101851851843
-18.581,-31.679,-13.053259259259256,-25.920101851851843
-12.955,-31.778,-13.053259259259256,-25.920101851851843
-15.393,-27.175,-13.053259259259256,-25.920101851851843
-8.889,-27.558,-13.053259259259256,-25.920101851851843
-12.147,-23.65,-13.053259259259256,-25.920101851851843
-10.527,-16.199,-13.053259259259256,-25.920101851851843
-17.761,-16.98,-13.053259259259256,-25.920101851851843
-14.042,-29.507,-13.053259259259256,-25.920101851851843
-9.685,-28.881,-13.053259259259256,-25.920101851851843
-12.639,-22.134,-13.053259259259256,-25.920101851851843
-9.662,-24.457,-13.053259259259256,-25.920101851851843
-11.69,-31.573,-13.053259259259256,-25.920101851851843
-6.055,-29.132,-13.053259259259256,-25.920101851851843
-18.323,-16.311,-13.053259259259256,-25.920101851851843
-6.055,-18.289,-13.053259259259256,-25.920101851851843
-20.731,-19.475,-13.053259259259256,-25.920101851851843
-6.257,-20.309,-13.053259259259256,-25.920101851851843
-12.664,-31.503,-13.053259259259256,-25.920101851851843
-12.646,-32.251,-13.053259259259256,-25.920101851851843
-12.129,-32.337,-13.053259259259256,-25.920101851851843
-18.387,-17.874,-13.053259259259256,-25.920101851851843
-18.837,-30.23,-13.053259259259256,-25.920101851851843
-11.351,-28.289,-13.053259259259256,-25.920101851851843
-18.452,-17.586,-13.053259259259256,-25.920101851851843
-9.286,-28.809,-13.053259259259256,-25.920101851851843
-11.071,-24.238,-13.053259259259256,-25.920101851851843
-8.912,-27.885,-13.053259259259256,-25.920101851851843
-13.091,-30.11,-13.053259259259256,-25.920101851851843
-13.68,-32.898,-13.053259259259256,-25.920101851851843
-5.122,-27.222,-13.053259259259256,-25.920101851851843
-21.016,-26.66,-13.053259259259256,-25.920101851851843
-9.012,-30.613,-13.053259259259256,-25.920101851851843
-10.711,-29.604,-13.053259259259256,-25.920101851851843
-18.513,-31.899,-13.053259259259256,-25.920101851851843
-7.762,-29.635,-13.053259259259256,-25.920101851851843
-12.391,-31.146,-13.053259259259256,-25.920101851851843
-19.291,-17.523,-13.053259259259256,-25.920101851851843
-11.116,-28.81,-13.053259259259256,-25.920101851851843
-16.098,-33.116,-13.053259259259256,-25.920101851851843
-15.926,-32.042,-13.053259259259256,-25.920101851851843
-17.926,-17.424,-13.053259259259256,-25.920101851851843
-10.798,-29.38,-13.053259259259256,-25.920101851851843
-6.26,-20.455,-13.053259259259256,-25.920101851851843
-10.525,-22.581,-13.053259259259256,-25.920101851851843
-20.194,-18.606,-13.053259259259256,-25.920101851851843
-15.378,-29.82,-13.053259259259256,-25.920101851851843
-14.002,-29.718,-13.053259259259256,-25.920101851851843
-13.832,-26.767,-13.053259259259256,-25.920101851851843
-15.478,-27.308,-13.053259259259256,-25.920101851851843
-13.596,-31.135,-13.053259259259256,-25.920101851851843
-19.72,-18.018,-13.053259259259256,-25.920101851851843
-12.097,-29.835,-13.053259259259256,-25.920101851851843
-10.424,-31.091,-13.053259259259256,-25.920101851851843
-18.088,-30.635,-13.053259259259256,-25.920101851851843
-14.128,-32.164,-13.053259259259256,-25.920101851851843
-14.237,-31.356,-13.053259259259256,-25.920101851851843
-9.844,-28.562,-13.053259259259256,-25.920101851851843
-20.659,-19.461,-13.053259259259256,-25.920101851851843
-15.482,-27.888,-13.053259259259256,-25.920101851851843
-6.675,-18.107,-13.053259259259256,-25.920101851851843
-7.269,-30.968,-13.053259259259256,-25.920101851851843
-15.422,-26.646,-13.053259259259256,-25.920101851851843
-13.106,-31.079,-13.053259259259256,-25.920101851851843
-12.135,-23.715,-13.053259259259256,-25.920101851851843
-10.2,-31.897,-13.053259259259256,-25.920101851851843
-7.638,-29.809,-13.053259259259256,-25.920101851851843
-15.723,-32.931,-13.053259259259256,-25.920101851851843
-7.263,-30.654,-13.053259259259256,-25.920101851851843
-20.637,-19.486,-13.053259259259256,-25.920101851851843
-5.094,-18.408,-13.053259259259256,-25.920101851851843
-5.067,-18.406,-13.053259259259256,-25.920101851851843
-21.033,-17.712,-13.053259259259256,-25.920101851851843
-13.507,-32.557,-13.053259259259256,-25.920101851851843
-11.542,-30.04,-13.053259259259256,-25.920101851851843
-13.085,-25.181,-13.053259259259256,-25.920101851851843
-20.649,-19.845,-13.053259259259256,-25.920101851851843
-19.288,-17.736,-13.053259259259256,-25.920101851851843
-21.491,-26.236,-13.053259259259256,-25.920101851851843
-12.997,-27.259,-13.053259259259256,-25.920101851851843
78.046,-22.818,80.46147999999995,-17.919770000000003
87.894,-15.83,80.46147999999995,-17.919770000000003
84.083,-18.12,80.46147999999995,-17.919770000000003
86.362,-16.047,80.46147999999995,-17.919770000000003
79.882,-14.406,80.46147999999995,-17.919770000000003
84.595,-17.315,80.46147999999995,-17.919770000000003
83.565,-15.079,80.46147999999995,-17.919770000000003
81.444,-17.877,80.46147999999995,-17.919770000000003
